"Tiramisu aux fraises","Ingrédients : fraises,citron jaune,oeuf,mascarpone,sucre,biscuit à la cuillère.Préparer 2 h à l'avance....","4","false","0"
"Tiramisu aux fraises","Ingrédients : fraises,citron jaune,oeuf,mascarpone,sucre,biscuit à la cuillère.Préparer 2 h à l'avance....","4","false","20"
"Bettes façon Cloclo","Ingrédients : bette à carde , côtes et feuilles,échalote,tomates pelées,beurre,vin rosé ou blanc,bouillon de poule,curry fort,crème à sauce,poivre,sel.Hacher grossièrement les bettes, feuilles et côtes. Faire...","4","true","40"
"test","/ploof","3","false","73"
"Flan coco","Ingrédients : oeuf,noix de coco,lait concentré sucré,lait écrémé,caramel.Séparer les jaunes des blancs d'oeufs. Verser le lait concentré sucré avec la même dose de lait écrémé. Ajouter la noix de coco et...","4","false","60"
"Sorbet fraise-basilic par Laurent Mariotte","Ingrédients : fraises parfumées (ciflorette, charlotte…),basilic frais,sucre de canne,jus de citron.La veille, préparez un sirop : portez le sucre et 10 cl d’eau à ébullition avec...","0","true","15"
"Cake","oh my cake","3","false","20"
